file_id	tags
523	talks, TEDx, culture, education, language, poetry, politics
524	talks, comedy, entertainment, women
525	talks, cities, health, obesity
526	talks, aging, culture, extreme sports, goal-setting
527	talks, TEDx, behavioral economics, psychology
528	talks, design, innovation
529	talks, TEDx, culture, depression, medicine, mental health, suicide
530	talks, economics, technology
531	talks, business, cities, culture
532	talks, consumerism, culture, transportation
533	talks, TEDx, culture, death, history, humanity, philosophy
534	talks, TEDYouth, exploration
535	talks, Africa, architecture, sustainability
536	talks, Africa, culture, nature
537	talks, Latin America, cities, design, sustainability
538	talks, TED Conference, TED Fellows, adventure, exploration, oceans, open-source, robots, technology
539	talks, entertainment, journalism, media, news, politics
540	talks, TEDx, biology, illness, medical research
541	talks, business, economics, social change
542	talks, culture, faith, happiness
543	talks, Brazil, brain, evolution, neuroscience
544	talks, TED Conference, aging, culture, social change
545	talks, brain, education, memory, science
546	talks, drones, technology, transportation
547	talks, TEDx, culture, disability, technology
548	talks, biodiversity, drones, nature, science, technology, trees
549	talks, animals, drones, global issues, sustainability
550	talks, entertainment, gaming, performance
551	talks, health, health care, medical research, public health
552	talks, Africa, entrepreneur, global issues, innovation, peace, violence
553	talks, Senses, agriculture, design, sight, urban planning
554	talks, Africa, Asia, china, democracy, economics, global issues, politics
555	talks, entertainment, magic, math
556	talks, Internet, computers, global issues, security, technology, terrorism
557	talks, biotech, health care, neuroscience, science, technology
558	talks, anthropology, business, culture, sanitation
559	talks, business, global issues, innovation, terrorism
560	talks, Asia, TED Conference, culture, demo, invention
561	talks, adventure, disaster relief, nuclear energy
562	talks, communication, culture, entertainment, storytelling, technology
563	talks, TEDx, agriculture, biology, food
564	talks, business, economics, finance, government, innovation, investment, technology, women in business
565	talks, Africa, TED Fellows, architecture, design
566	talks, String theory, TEDx, physics, science, universe
567	talks, books, culture, literature, love, relationships, sex, writing
568	talks, Africa, business, economics, global issues
569	talks, business, culture, design, global issues, sustainability
570	talks, art, culture, dance, identity, performance art
571	talks, business, policy, privacy, social media, technology
572	talks, cities, creativity, culture, design, photography
573	talks, culture, death, health care, life
574	talks, cities, culture, design, transportation
575	talks, culture, literature, social media, storytelling, technology, writing
576	talks, disease, health, medicine, violence
577	talks, Foreign Policy, Iran, Middle East, global issues, government, peace, politics
578	talks, architecture, cities, design, transportation
579	talks, Debate, business, politics, social change
580	talks, Debate, big problems, business, social change
581	talks, NASA, TED Conference, astronomy, space, technology
582	talks, arts, photography, science
583	talks, algorithm, culture, data, love, technology
584	talks, death, world cultures
585	talks, ancient world, entertainment, history, storytelling, war
586	talks, TEDx, depression, mental health, suicide, youth
587	talks, TED Conference, culture, education
588	talks, TEDx, global issues, government, philosophy, politics
589	talks, TED Conference, education, humor, neuroscience, science
590	talks, memory, psychology, science
591	talks, cities, global issues, politics
592	talks, food, global issues, science, sustainability
593	talks, TED Conference, TED Fellows, algorithm, complexity, data, technology
594	talks, bees, biodiversity, food, garden, insects, science
595	talks, TED Conference, crime, finance, technology
596	talks, crime, entertainment
597	talks, big problems, disease, global issues, history, insects
598	talks, TEDx, books, choice, design, disability, sight, technology
599	talks, collaboration, design, museums
600	talks, animals, biodiversity, deextinction, science
601	talks, arts, creativity, design
602	talks, business, economics, global issues, inequality, money
603	talks, body language, health, psychology
604	talks, TED Conference, humor, math
605	talks, culture, global issues, sports, violence, war
606	talks, TEDx, animals, memory, neuroscience
607	talks, health, mental health, neuroscience, science
608	talks, TEDx, architecture, disaster relief, materials, natural disaster
609	talks, TEDx, culture, global issues, women in business
610	talks, Autism spectrum disorder, TEDx, disability, live music, music
611	talks, TED Conference, health, health care, mental health
612	talks, Africa, TED Conference, culture, design, language, writing
613	talks, Senses, TED Conference, creativity, design, sight, smell
614	talks, TEDx, culture, language, philosophy
615	talks, TED Conference, creativity, entertainment, music, technology
616	talks, TEDx, cars, children, data, health, medicine, sports, technology
617	talks, TED Conference, creativity, entertainment, fear, film, theater
618	talks, health, health care, medicine, peace
619	talks, design, flight, industrial design, transportation
620	talks, culture, money
621	talks, advertising, business, marketing, money
622	talks, children, health care, parenting
623	talks, TED Conference, design, entertainment, materials, technology
624	talks, TEDx, brain, consciousness, philosophy, science
625	talks, TEDx, creativity, live music, music
626	talks, TED Conference, bacteria, biology, plastic, pollution, science, youth
627	talks, culture, happiness, travel, world cultures, writing
628	talks, arts, beauty, nature, weather
629	talks, animals, nature, sound
630	talks, TED Conference, culture, food, sex
631	talks, TED Conference, cancer, disease, science
632	talks, Internet, TED Conference, animals, technology
633	talks, TED Conference, architecture, design, materials
634	talks, business, corruption, energy, global issues
635	talks, TED Conference, children, entertainment, live music, music, performance, wunderkind
636	talks, TED Conference, TED Fellows, computers, design, interface design, technology
637	talks, TEDx, data, global issues, health, technology
638	talks, Asia, business, china, democracy, global issues, politics
639	talks, TED Conference, robots, work
640	talks, Bioethics, TEDx, animals, deextinction, science
641	talks, arts, design, humor
642	talks, health, health care, medical research, medicine, obesity, public health
643	talks, Islam, culture, faith, global issues, peace, religion
644	talks, TED Conference, TED Fellows, arts, entertainment, nature, photography
645	talks, TEDx, architecture, design, global issues, health, public health, sanitation
646	talks, family, global issues, politics
647	talks, Africa, TED Fellows, business, technology
648	talks, business, economics, global issues, prediction
649	talks, Islam, Middle East, cars, culture, feminism, global issues, women
650	talks, drones, entertainment, robots, technology, war, writing
651	talks, Europe, democracy, economics, global issues, politics
652	talks, drones, robots, technology
653	talks, TED Conference, economics, robots, work
654	talks, creativity, economics, entertainment, film
655	talks, TED Conference, animals, biology, communication, language, oceans, science
656	talks, Africa, TED Conference, corruption, crime, global issues, journalism
657	talks, TED Conference, behavioral economics, energy, psychology
658	talks, children, culture, disability, family, love, mental health
659	talks, TED Conference, creativity, culture, entertainment, library, literature
660	talks, TEDx, animals, anthropology, deextinction, evolution
661	talks, TEDx, feminism, men, violence, women, yesallwomen
662	talks, art, design, gaming, museums
663	talks, TED Conference, creativity, entertainment, live music, music, performance
664	talks, TED Conference, architecture, design, open-source
665	talks, TED Conference, aging, culture, death, humanity, life
666	talks, TED Conference, arts, disability
667	talks, TED Conference, global issues, philanthropy, philosophy, social change
668	talks, TED Brain Trust, TED Conference, culture, design, interface design, technology
669	talks, creativity, invention, technology, toy
670	talks, TED Conference, arts, china, global issues, identity, photography, politics
671	talks, culture, data, sociology, technology
672	talks, TED Conference, aging, culture, goal-setting, youth
673	talks, culture, education, student, testing
674	talks, business, education, psychology, success
675	talks, education, live music, piano
676	talks, business, children, education
677	talks, education, poetry
678	talks, children, education
679	talks, chemistry, education, science, student, technology
680	talks, TED Brain Trust, culture, education, global issues
681	talks, TED Conference, china, education, language
682	talks, TEDx, business, culture, economics, education
683	talks, children, education, motivation
684	talks, TED Brain Trust, TED Conference, culture, security, social media, technology
685	talks, Brazil, TED Conference, activism, arts, environment, global issues, photography
686	talks, TED Conference, innovation, nuclear energy, physics, science, technology, youth
687	talks, TED Conference, business, communication, health
688	talks, TED Conference, culture, technology
689	talks, cars, technology
690	talks, TED Conference, business, economics, technology, work
691	talks, TED Conference, economics, global issues, innovation, technology
692	talks, TED Conference, culture, language, sociology, technology
693	talks, TED Conference, dance, entertainment, performance, toy
694	talks, TEDx, brain, depression, health care, neuroscience
695	talks, TED Conference, anthropology, disability, storytelling, writing
696	talks, TEDx, brain, depression, health, mental health, neuroscience
697	talks, big problems, global issues, health, sanitation, smell, water
698	talks, history, science, storytelling, technology
699	talks, health care, heart health, technology
700	talks, TEDx, behavioral economics, business, leadership, motivation, productivity, work
701	talks, TED Conference, robots, technology
702	talks, TED Conference, education, inequality, math, science, technology
703	talks, TEDx, computers, entertainment, robots, technology
704	talks, TED Conference, TED Fellows, design, industrial design, technology
705	talks, TED Conference, corruption, democracy, global issues, government, law, politics
706	talks, TED Conference, technology, transportation
707	talks, TED Conference, biology, birds, humor, science, sex
708	talks, TEDx, behavioral economics, choice, economics, monkeys, neuroscience
709	talks, TED Conference, agriculture, biodiversity, technology
710	talks, TED Conference, demo, invention, nanoscale, technology, water
711	talks, TED Conference, TED Fellows, architecture, biodiversity, biology, collaboration, design, science
712	talks, TED Conference, collaboration, community, conducting, entertainment, live music, technology
713	talks, disease, genetics, medical research, medicine, public health, science
714	talks, Asia, culture, family, global issues, politics
715	talks, TED Conference, energy, entrepreneur, exploration, innovation, solar energy, space, technology, transportation
716	talks, Internet, TED Brain Trust, TED Conference, computers, technology
717	talks, TED Fellows, creativity, design, technology
718	talks, TED Conference, activism, global issues, inequality, poverty
719	talks, TED Brain Trust, TED Conference, biology, deextinction, philosophy, technology
720	talks, TEDx, brain, insects, neuroscience
721	talks, TED Conference, business, culture, global issues, philanthropy
722	talks, bullying, children, compassion, depression, mental health, poetry, spoken word
723	talks, Africa, TEDx, activism, development, education, feminism, women, yesallwomen
724	talks, TED Conference, agriculture, culture, food, garden, health, social change
725	talks, TED Conference, oceans, submarine, technology
726	talks, TED Conference, agriculture, climate change, green
727	talks, TED Brain Trust, TED Conference, business, entertainment, music, performance art
728	talks, TED Conference, energy, global issues, work
729	talks, TED Conference, TED Prize, education, technology
730	talks, TEDx, robots
731	talks, children, culture, engineering, family, parenting, software, youth
732	talks, TEDx, biology, insects, science
733	talks, data, education, global issues, inequality
734	talks, TEDx, corruption, crime, economics, government, protests
735	talks, behavioral economics, business, data, economics, language
736	talks, Bioethics, brain, exoskeleton, monkeys, neuroscience, science, technology
737	talks, TEDx, arts, creativity, writing
738	talks, culture, love, relationships, sex
739	talks, TEDx, business, complexity, data, economics, global issues, inequality
740	talks, TEDx, demo, engineering, invention, science, technology, urban planning
741	talks, TEDx, education, feminism, global issues, women, yesallwomen
742	talks, Europe, TEDx, art, cities, community, global issues, government, politics, urban planning
743	talks, chemistry, health care, medical research, medicine, science
744	talks, TED Conference, art, film, life, memory, online video
745	talks, TEDx, biology, children, education, science
746	talks, compassion, democracy, global issues, politics, women
747	talks, Middle East, TEDx, agriculture, cities, food, technology, water
748	talks, Gender spectrum, LGBT, TEDx, Transgender, United States, gender, identity, inequality, photography, relationships
749	talks, Internet, TEDx, children, computers, education, parenting, technology, youth
750	talks, business, global issues, technology, work
751	talks, culture, global issues, love, relationships, violence, women, yesallwomen
752	talks, Surgery, TEDx, health care, medicine, technology
753	talks, TEDx, children, culture, education, parenting, student, youth
754	talks, TEDx, global issues, journalism, war
755	talks, TEDx, culture, film, identity, men, parenting
756	talks, TEDx, biology, chemistry, disease, health, heart health, medicine, science
757	talks, TEDx, beauty, culture, fashion, photography
758	talks, Bioethics, biology, biotech, community, science, technology
759	talks, TEDx, activism, children, dance, parenting, social change, women, youth
760	talks, Buddhism, body language, culture, happiness, health, meditation, mindfulness, productivity, success, work
761	talks, AIDS, TEDx, global issues, health care, medicine
762	talks, TEDx, art, arts, books, children, design, storytelling, writing
763	talks, TEDx, arts, disability, performance art
764	talks, global issues, politics, society
765	talks, TED Conference, arts, film
766	talks, animals, biotech, disease, global issues, insects, pandemic, science, technology
767	talks, creativity, death, entertainment, fear, storytelling
768	talks, Iran, Middle East, TEDx, design, global issues, peace
769	talks, economics, global issues, politics
770	talks, TED Conference, children, parenting, photography
771	talks, advertising, brain, marketing, media, neuroscience, science
772	talks, business, collaboration, consumerism, transportation, women in business
773	talks, culture, extreme sports, personal growth, potential, sports, travel
774	talks, TEDx, animals, insects, science
775	talks, Middle East, TEDx, comedy, culture, entertainment, humor, performance
776	talks, Internet, culture, journalism, online video
777	talks, TEDx, collaboration, health, health care, history, invention, medicine, science
778	talks, TEDYouth, arts, poetry, spoken word
779	talks, TED Fellows, biology, engineering, health care, medical research, medicine, science, technology
780	talks, business, prison
781	talks, Africa, business, development, entrepreneur, innovation, invention, water
782	talks, Egypt, TEDx, culture, faith, global issues, politics, religion, terrorism, war
783	talks, culture, design, humor, product design, technology
784	talks, adventure, animals, biology, birds, nature, science
785	talks, TEDx, body language, health, health care, identity, storytelling
786	talks, cars, transportation
787	talks, TEDx, business, development, global issues
788	talks, TED Fellows, arts, cities, community, death
789	talks, TEDx, biodiversity, biology, compassion, culture, photography
790	talks, children, entertainment, live music, performance, wunderkind, youth
791	talks, TEDx, culture, design, development, disability, engineering, innovation, invention, physics, poverty
792	talks, TEDx, brain, education, gaming
793	talks, arts, cooperation, theater
794	talks, TEDYouth, art, design, engineering, innovation, invention, play, toy, youth
795	talks, communication, culture
796	talks, global issues, innovation, invention, public health, women
797	talks, TED Conference, art, arts, creativity, entertainment, photography
798	talks, TEDx, communication, technology
799	talks, activism, children, culture, family, parenting, psychology, social change, sociology, youth
800	talks, TEDx, bees, nature, photography
801	talks, TEDx, disaster relief, global issues, military, natural disaster, suicide
802	talks, TEDx, brain, happiness, psychology, software
803	talks, Autism spectrum disorder, brain, culture, mental health
804	talks, TEDx, culture, men, philanthropy
805	talks, TEDx, advertising, animals, biology, evolution, genetics, science
806	talks, development, global issues
807	talks, TEDx, corruption, democracy, global issues, government, politics, society, state-building
808	talks, illusion, magic, technology
809	talks, TEDx, architecture, art, climate change, design, invention, materials, sustainability, technology
810	talks, TEDx, children, culture, spoken word
811	talks, TEDx, brain, choice, cognitive science, morality, politics, psychology, science, smell
812	talks, business, economics, global issues, social change, social media
813	talks, Internet, computers, interface design, online video, software, technology, web
814	talks, corruption, culture, democracy, journalism, news, politics
815	talks, bees, biology, children, collaboration, insects, science, youth
816	talks, health, health care, medical research, open-source
817	talks, business, creativity, education, failure, productivity, success, technology
818	talks, art, arts, science, technology
819	talks, communication, engineering, science
820	talks, activism, brain, comedy, culture, entertainment, evolution, humor, mental health, society
821	talks, Internet, art, arts, computers, creativity, design, humor, leadership, technology
822	talks, business, design, social media
823	talks, TED Conference, art, museums
824	talks, computers, education, open-source, technology
825	talks, crime, global issues, law, marketing, terrorism, violence, war
826	talks, TED Fellows, activism, live music, medicine, music, performance, violin
827	talks, TED Brain Trust, body language, brain, business, psychology, self, success
828	talks, cities, climate change, global issues, weather
829	talks, TEDx, design, interface design, map
830	talks, Egypt, Middle East, TED Fellows, arts, protests, world cultures
831	talks, cancer, medicine, science
832	talks, Internet, collaboration, future, government, law, open-source, politics, social media, software, technology
833	talks, brain, neuroscience, science
834	talks, TEDx, business, technology
835	talks, business, collaboration, community, web
836	talks, New York, crime, medicine, storytelling, violence
837	talks, Africa, TEDx, technology, war
838	talks, Internet, business, exploration, technology
839	talks, Senses, architecture, design, sound
840	talks, brain, cognitive science, neuroscience, science, youth
841	talks, environment, food
842	talks, data, democracy, global issues, government, politics
843	talks, art, dance
844	talks, health care, medical research, science, technology
845	talks, Asia, china, consumerism, culture, economics, global issues, women
846	talks, depression, global issues, health, mental health, public health
847	talks, TEDx, crime, global issues, government, law, memory, mind, prison, science
848	talks, TEDx, architecture, cities, design, future, technology, urban planning
849	talks, agriculture, alternative energy, business, energy, oceans, science, technology
850	talks, arts
851	talks, AI, algorithm, computers, data, engineering, intelligence, security, technology
852	talks, business, cities, community, economics, global issues, law
853	talks, arts, creativity, culture, entertainment, film, history
854	talks, TEDx, design, health care, product design
855	talks, TED Conference, culture, mind, prison, storytelling
856	talks, TEDx, cooperation, culture, disaster relief, natural disaster, weather
857	talks, Europe, big problems, culture, democracy, global issues, politics, protests
858	talks, TEDx, culture, language, politics
859	talks, Slavery, global issues, photography
860	talks, art, creativity
861	talks, agriculture, botany, community, food, garden, green, sustainability
862	talks, TED Fellows, disease, global issues, innovation, math, medicine, science, speech, technology
863	talks, business, leadership, women in business
864	talks, TEDx, activism, global issues, peace, terrorism, violence, war
865	talks, TEDx, art, composing, music
866	talks, Asia, culture, disaster relief, memory, photography, storytelling
867	talks, Internet, computers, education, global issues
868	talks, TEDx, business, education, garden, green
869	talks, Asia, china, global issues, journalism, social media, technology
870	talks, TEDx, animals, bees, cities, global issues, insects, science
871	talks, algorithm, architecture, arts, design, math, software
872	talks, innovation, invention, photography, technology
873	talks, arts, entertainment, history, storytelling
874	talks, Europe, data, technology, telecom
875	talks, collaboration, global issues, open-source, peace, politics, social media, terrorism, violence, war
876	talks, TEDx, global issues, technology
877	talks, TEDx, computers, engineering, history, technology, women
878	talks, Senses, art, cyborg, design, entertainment, innovation, music, prosthetics, sound, technology
879	talks, demo, design, interface design, science, technology
880	talks, TEDx, business, cancer, choice, decision-making, health care
881	talks, development, global issues, goal-setting, health care, poverty
882	talks, biology, cancer, health care, science
883	talks, TED Conference, TED Fellows, arts, design, history, memory, online video, storytelling
884	talks, TEDx, global issues, hack, security, technology
885	talks, TED Conference, creativity, music, visualizations
886	talks, Internet, crime, future, global issues, law, open-source, security, technology, terrorism, violence
887	talks, TEDx, cars, future, technology
888	talks, biology, health, microbiology, science
889	talks, body language, entertainment, gaming, medicine, science
890	talks, TED Fellows, entertainment, live music, music
891	talks, TED Fellows, TEDx, global issues, oceans, open-source
892	talks, TEDx, art, entertainment, goal-setting, life, social media, storytelling, technology
893	talks, TED Fellows, aging, disease, health, medicine, science
894	talks, demo, innovation, magic, physics, science, technology
895	talks, brain, depression, health care, mental health
896	talks, business, future, technology
897	talks, creativity, drones, open-source, robots, technology
898	talks, Internet, TEDx, entertainment, science, web, wikipedia
899	talks, TED Prize, education, failure, math, science, storytelling, student, success, youth
900	talks, TEDx, business, global issues, india, innovation
901	talks, Planets, TEDx, demo, exploration, science, software, space, technology
902	talks, TEDx, entertainment, environment, global issues, innovation, invention, science, solar energy, sports, sustainability
903	talks, Internet, TED Conference, computers, education, global issues
904	talks, TED Conference, science, storytelling, technology
905	talks, cancer, health, health care, medicine, science
906	talks, TEDx, death, global issues, law, politics, prison, storytelling
907	talks, TEDx, global issues, journalism, media, women
908	talks, TEDx, collaboration, innovation, open-source, skateboarding
909	talks, LGBT, TEDx, gender, humor, inequality, love, politics, relationships, sex, social change
910	talks, Egypt, TED Conference, TED Fellows, exploration, history, science, space, technology
911	talks, art, children, culture, education, film, storytelling, youth
912	talks, global issues, health, health care, medicine, poverty, public health, social change, society
913	talks, TED Conference, design, humor, journalism
914	talks, Autism spectrum disorder, TEDx, cognitive science, mental health, psychology, science
915	talks, TED Conference, architecture, design, humor
916	talks, TED Conference, TED Fellows, mining, science, technology, water
917	talks, TED Conference, culture, history, language, math
918	talks, biology, science, sex
919	talks, Bioethics, TED Brain Trust, TEDx, brain, culture, evolution, genetics, science
920	talks, TEDx, security, self, technology
921	talks, TEDx, astronomy, extraterrestrial life, life, science, technology
922	talks, TED Conference, culture, dance, entertainment, technology
923	talks, TEDx, communication, culture, design, life, morality, philosophy
924	talks, Egypt, TEDx, data, economics, protests, women
925	talks, Internet, TEDx, ancient world, art, arts, books, history, library, museums, open-source
926	talks, AI, TEDx, art, robots, science, social media
927	talks, TEDx, alternative energy, climate change, data, global issues, math, solar energy, sustainability, wind energy
928	talks, TED Conference, arts, entertainment, humor, live music, music, performance, poetry
929	talks, AIDS, TEDx, global issues, health, law
930	talks, TED Conference, arts, entertainment, magic, storytelling
931	talks, TEDx, data, global issues, population, presentation, religion
932	talks, TED Conference, bacteria, biodiversity, exploration, microbiology, science
933	talks, TEDx, design, disaster relief, global issues, natural disaster
934	talks, TED Prize, arts, community, photography
935	talks, TED Conference, TED Fellows, art, biotech, neuroscience, science, technology
936	talks, arts, creativity, design, fear, technology
937	talks, TED Conference, TED Fellows, history, language, literature, math, science
938	talks, TED Conference, brain, culture, neuroscience, psychology, science
939	talks, TEDx, global issues, health, insects, medicine
940	talks, TED Conference, marketing, technology, web
941	talks, TED Conference, brain, culture, memory, neuroscience, science
942	talks, TED Conference, animals, film, nature, science
943	talks, data, philosophy
944	talks, TED Conference, culture, entertainment, history, music
945	talks, TEDx, entertainment, fashion, feminism, identity, youth
946	talks, TEDx, advertising, culture, humor
947	talks, Internet, advertising, business, privacy, technology
948	talks, TED Conference, art, culture, design, nature
949	talks, alternative energy, energy, politics, science, solar energy, technology, wind energy
950	talks, architecture, cities, creativity, museums
951	talks, TEDx, gaming, global issues, history, social change
952	talks, TEDx, entertainment, green, hack, humor, materials, simplicity
953	talks, TED Conference, activism, bullying, culture, global issues, health, youth
954	talks, Brazil, Latin America, TED Conference, TED Prize, cities, technology, urban planning
955	talks, TEDx, business, community, consumerism, happiness, money, philanthropy, psychology
956	talks, String theory, TED Brain Trust, TED Conference, cosmos, physics, science, time, universe
957	talks, TED Conference, TED Fellows, ancient world, bacteria, evolution, medicine, paleontology, science
958	talks, TEDx, aging, culture, science, women
959	talks, art, culture, global issues, photography
960	talks, TED Conference, business, entrepreneur, law
961	talks, TED Conference, health care, heart health, medicine
962	talks, Asia, TED Conference, TED Fellows, china, culture, entertainment, music, world cultures
963	talks, TEDx, engineering, health, heart health, innovation, medicine, science, technology
964	talks, TEDx, culture, global issues, health care, population, sex
965	talks, TEDx, animals, community, monkeys, morality, science
966	talks, TED Conference, arts, creativity, design, memory, storytelling
967	talks, TEDx, agriculture, environment, global issues
968	talks, TED Conference, TED Fellows, architecture, design, smell, technology
969	talks, TED Conference, education, health care, interface design, medical research, technology
970	talks, TED Conference, creativity, design, humor, literature
971	talks, AI, TED Conference, communication, community, culture, sociology, technology
972	talks, TED Conference, art, design, entertainment, illusion, magic, technology
973	talks, TED Conference, TED Fellows, creativity, education, technology, toy
974	talks, TED Conference, global issues, peace, social change, women
975	talks, TED Conference, drones, flight, innovation, military, science, technology
976	talks, TED Conference, alternative energy, energy, invention, technology
977	talks, TEDx, death, global issues, health, health care
978	talks, TED Conference, culture, entertainment, humor, poetry
979	talks, TED Conference, energy, science, technology, youth
980	talks, TEDx, health, heart health, medical research, medicine, science, women
981	talks, TED Conference, alternative energy, culture, economics, energy, technology
982	talks, TED Conference, brain, culture, psychology, self
983	talks, TED Conference, business, entertainment, humor, music
984	talks, TED Conference, culture, evolution, religion
985	talks, TEDx, business, failure, goal-setting, happiness, success
986	talks, TED Conference, entertainment, performance, performance art
987	talks, TED Conference, activism, cities, government, technology
988	talks, TED Conference, big problems, climate change, environment, global issues, science
989	talks, TED Conference, arts, entertainment, film, storytelling
990	talks, crime, culture, global issues, inequality, law, race
991	talks, TED Conference, business, culture, psychology
992	talks, AI, TED Conference, drones, robots, technology
993	talks, TED Conference, cities, invention, sustainability, technology
994	talks, TED Conference, cities, science, sustainability, technology
995	talks, data, fish, mission blue, oceans, science
996	talks, biology, collaboration, fish, oceans, photography
997	talks, TEDYouth, entertainment, online video, social media
998	talks, Internet, TEDx, computers, hack, security, technology
999	talks, TEDx, family, immigration, storytelling
1000	talks, behavioral economics, economics, money, psychology
1001	talks, art, creativity
1002	talks, TEDx, communication, entertainment, humor, language, literature
1003	talks, culture, global issues, history, world cultures
1004	talks, TEDx, environment, global issues, oil, photography
1005	talks, TEDx, disaster relief, global issues, natural disaster, social media, technology
1006	talks, TEDx, biology, environment, oceans, science
1007	talks, TEDx, health, health care, medicine, public health, technology
1008	talks, TEDx, culture, humor, love, relationships, sex
1009	talks, animals, biology, children, film, plastic, science, sex
1010	talks, TEDx, community, leadership, life, motivation
1011	talks, creativity, culture, photography, technology
1012	talks, TEDx, biology, dinosaurs, paleontology, science
1013	talks, Islam, Middle East, art, arts, cities, culture, film
1014	talks, TEDx, corruption, culture, global issues, military, morality, technology, war
1015	talks, brain, cognitive science, exploration, neuroscience, science
1016	talks, arts, entertainment, film, fish, global issues, oceans, science, submarine
1017	talks, TED Brain Trust, TED Conference, future, science, technology
1018	talks, Surgery, TEDx, design, global issues, health care, poverty, technology
1019	talks, TEDx, business, happiness, psychology, science
1020	talks, cancer, medical research, technology
1021	talks, TEDx, global issues, military, peace, war
1022	talks, TEDx, business, consumerism, robots, shopping, technology
1023	talks, TEDx, entrepreneur, global issues, poverty, women, women in business
1024	talks, TEDx, communication, culture, medicine, public health
1025	talks, culture, extreme sports, fear, sports, success
1026	talks, business, design, technology
1027	talks, TEDYouth, TEDx, neuroscience, philosophy, self
1028	talks, TEDx, science, sustainability, technology
1029	talks, business, choice, culture, decision-making, marketing
1030	talks, business, creativity, media, politics, technology
1031	talks, Internet, TEDx, crime, data, politics, technology
1032	talks, atheism, culture, philosophy, religion
1033	talks, TED Fellows, design, development, technology, water
1034	talks, TEDx, activism, arts, music, poetry, women
1035	talks, TEDx, arts, biology, science, visualizations
1036	talks, TEDx, culture, politics
1037	talks, TEDx, cancer, medicine, pollution, science, youth
1038	talks, TEDx, statistics, visualizations
1039	talks, Europe, Foreign Policy, TEDx, global issues, politics, world cultures
1040	talks, TEDx, aging, culture, health, women
1041	talks, culture, entertainment, health, humor, self
1042	talks, TEDx, disability, global issues, poverty, prosthetics, storytelling, war, work
1043	talks, global issues, law, politics, prison, war
1044	talks, behavioral economics, business, culture, decision-making, economics, finance, self
1045	talks, medical research, medicine, science, sight, technology
1046	talks, TED Conference, brain, consciousness, neuroscience, science, self
1047	talks, TEDx, aging, culture, education, health care, medicine, self, storytelling
1048	talks, TED Conference, agriculture, business, creativity, culture, food
1049	talks, business, economics, finance, global issues, green
1050	talks, cancer, medicine, science, technology
1051	talks, TED Fellows, arts, design, global issues, journalism, photography, storytelling
1052	talks, culture, entertainment, jazz, music
1053	talks, health care, medical research, medicine, science, technology
1054	talks, MacArthur grant, TED Conference, biomechanics, biomimicry, science, technology
1055	talks, Internet, TEDx, collaboration, computers, language, technology, wikipedia
1056	talks, Egypt, TEDx, activism, culture, global issues, politics, protests
1057	talks, culture, decision-making, failure
1058	talks, beauty, medical research, music, science, technology
1059	talks, TEDx, biology, dance, entertainment, physics, presentation, science, technology
1060	talks, children, education, food, science, writing
1061	talks, TED Conference, crime, culture, education, global issues, philosophy, prison
1062	talks, TEDx, entertainment, happiness, illness, personal growth, prosthetics
1063	talks, TEDx, cities, collaboration, design, food, garden
1064	talks, creativity, design, entertainment, storytelling, technology
1065	talks, creativity, design, engineering, robots, technology
1066	talks, TEDx, astronomy, dinosaurs, science, technology
1067	talks, comedy, entertainment, science, time
1068	talks, aging, biotech, genetics, medicine, science, technology
1069	talks, TEDx, education, entertainment, technology, youth
1070	talks, adventure, design, flight, technology
1071	talks, design, medical research, science, visualizations
1072	talks, TEDx, comedy, community, culture, entertainment
1073	talks, brain, disease, science, technology
1074	talks, history, invention, technology
1075	talks, TED Fellows, art, creativity, humor, technology
1076	talks, biology, chemistry, life, science
1077	talks, entertainment, magic, technology
1078	talks, biology, brain, evolution, neurology, science
1079	talks, cars, design, flight, invention, transportation
1080	talks, brain, culture, medicine, morality, science
1081	talks, art, arts, data, security, war, web
1082	talks, TED Conference, art, arts, creativity, storytelling
1083	talks, TEDx, business, cancer, medical research, open-source, science
1084	talks, drones, invention, war
1085	talks, culture, data, global issues, inequality, money, social change, visualizations
1086	talks, TED Fellows, art, arts, data, visualizations, weather
1087	talks, Senses, design, engineering, invention, medicine, prosthetics, science, technology
1088	talks, TEDx, computers, global issues, politics, security, technology, terrorism, war
1089	talks, energy, entrepreneur, environment, science, technology
1090	talks, culture, development, education, global issues, india, invention, women
1091	talks, TED Fellows, arts, death, design, green, invention
1092	talks, culture, psychology, science, society
1093	talks, business, history, technology, web
1094	talks, Senses, arts, beauty, design, happiness
1095	talks, brain, children, culture, education, psychology
1096	talks, arts, collaboration, conducting, culture, entertainment, music
1097	talks, business, global issues, green, plastic, technology
1098	talks, TED Conference, consumerism, culture, design, happiness, media, simplicity
1099	talks, TEDx, bacteria, biology, evolution, life, science
1100	talks, Asia, china, economics, global issues, media, politics
1101	talks, arts, creativity, entertainment, sex
1102	talks, data, health care, illness, illusion, medicine, science
1103	talks, Africa, democracy, entertainment, film, global issues, politics
1104	talks, creativity, culture, design, education, work
1105	talks, communication, culture, health, health care, medicine, science
1106	talks, TED Conference, business, creativity, culture, presentation
1107	talks, animals, biology, cancer, science
1108	talks, Africa, business, global issues, marketing, philanthropy
1109	talks, Google, TEDx, data, design, library, technology, visualizations, writing
1110	talks, business, culture, economics, global issues
1111	talks, culture, entertainment
